,A.1 Total Costs,A.1_Expected Number of Deaths,A.2 Total Costs,A.2_Expected Number of Deaths,A.3 Total Costs,A.3_Expected Number of Deaths,A.4 Total Costs,A.4_Expected Number of Deaths,A.5 Total Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
0,136598613.0637709,0.0,203340262.6004279,0.003327729191129669,135070190.47831333,0.0,32493609.617123798,0.0010455505213898513,94338185.77629063,0.0,1779400000.0,3786.2778799029797
1,136598613.0637709,0.0,183141773.3265683,0.00027206802316738255,135070190.47831333,0.0,14434173.755396105,1.5066095490779756e-05,94338185.77629063,0.0,1779400000.0,143.63354511884776
2,136598613.0637709,0.0,182305368.85226318,0.00012761716969025488,135070190.47831333,0.0,14261651.781499248,0.0,94338185.77629063,0.0,1779400000.0,57.776001982606076
3,136598613.0637709,0.0,181582300.45751143,0.0,135070190.47831333,0.0,15340040.971834557,5.806702312692221e-05,94338185.77629063,0.0,1779400000.0,78.66018382882936
4,136598613.0637709,0.0,193351199.68835056,0.0013193337744725714,135070190.47831333,0.0,14261651.781499248,0.0,94338185.77629063,0.0,1779400000.0,619.6409383647585
5,136598613.0637709,0.0,181582300.45751143,0.0,135070190.47831333,0.0,14544063.58450079,1.6954312528845103e-05,94338185.77629063,0.0,1779400000.0,19.111963902094423
6,136598613.0637709,0.0,181582300.45751143,0.0,135070190.47831333,0.0,14261651.781499248,0.0,94338185.77629063,0.0,1779400000.0,0.0
7,136598613.0637709,0.0,181804776.60269284,2.5739949261333772e-05,135070190.47831333,0.0,17991937.83528379,0.00019911396211564177,94338185.77629063,0.0,1779400000.0,283.9830363909698
8,136598613.0637709,0.0,181582300.45751143,0.0,135070190.47831333,0.0,19032159.28532494,0.00024318618561917655,94338185.77629063,0.0,1779400000.0,355.3872065840575
9,136598613.0637709,0.0,186430603.2126534,0.000545826584009629,135070190.47831333,0.0,16351372.642260546,0.00010861615428547644,141357399.9385203,0.0054833389564129045,1779400000.0,3734.6497332598055
10,136598613.0637709,0.0,181582300.45751143,0.0,135070190.47831333,0.0,14636555.012095409,1.764075502827682e-05,99411964.15086387,0.0005668065947311463,1779400000.0,337.81557112295604
11,136598613.0637709,0.0,181582300.45751143,0.0,135070190.47831333,0.0,14261651.781499248,0.0,94338185.77629063,0.0,1779400000.0,0.0
12,136598613.0637709,0.0,181582300.45751143,0.0,135070190.47831333,0.0,15554882.155792944,5.2411659637995305e-05,94338185.77629063,0.0,1779400000.0,73.60233320160559
13,136598613.0637709,0.0,184731893.77248785,0.0005401337489188976,135070190.47831333,0.0,19997042.883044243,0.0004216644801677042,94338185.77629063,0.0,1779400000.0,922.1631440580834
14,136598613.0637709,0.0,182459568.28777984,0.00012634029949046497,135070190.47831333,0.0,14261651.781499248,0.0,94338185.77629063,0.0,1779400000.0,57.55713986360106
15,136598613.0637709,0.0,181582300.45751143,0.0,135070190.47831333,0.0,14261651.781499248,0.0,103761833.29708245,0.0011269254911455597,1779400000.0,640.0941931302523
16,136598613.0637709,0.0,181582300.45751143,0.0,135070190.47831333,0.0,15566711.337079559,0.00010816169302900813,94338185.77629063,0.0,1779400000.0,145.07739727272156
17,136598613.0637709,0.0,229835663.58727086,0.004406415103614977,135070190.47831333,0.0,14261651.781499248,0.0,94338185.77629063,0.0,1779400000.0,2178.7549841526306
18,136598613.0637709,0.0,194195295.15659562,0.0011389549568256913,135070190.47831333,0.0,14321398.082995472,2.438480842422682e-06,94338185.77629063,0.0,1779400000.0,537.7303005624125
19,136598613.0637709,0.0,187893554.7645861,0.0005496910030749253,135070190.47831333,0.0,34557622.55098145,0.0007141788144377306,94338185.77629063,0.0,1779400000.0,1465.066415468577
20,136598613.0637709,0.0,181582300.45751143,0.0,135070190.47831333,0.0,22192523.358189344,0.00039304132705138544,94338185.77629063,0.0,1779400000.0,596.664629001069
21,136598613.0637709,0.0,300813014.3841556,0.010571017991798375,135070190.47831333,0.0,14261651.781499248,0.0,94338185.77629063,0.0,1779400000.0,5448.0427576178245
22,136598613.0637709,0.0,181582300.45751143,0.0,135070190.47831333,0.0,15038343.042449502,3.5164989495004255e-05,94338185.77629063,0.0,1779400000.0,41.210692786982065
23,136598613.0637709,0.0,186555017.1686688,0.0008372623772476223,135070190.47831333,0.0,14261651.781499248,0.0,94338185.77629063,0.0,1779400000.0,395.1399970380085
24,136598613.0637709,0.0,194357825.94456434,0.0011282136710510928,135070190.47831333,0.0,14261651.781499248,0.0,94338185.77629063,0.0,1779400000.0,532.4973922215826
25,136598613.0637709,0.0,181582300.45751143,0.0,135070190.47831333,0.0,16891440.78834642,0.00011059383203172386,94338185.77629063,0.0,1779400000.0,146.5502281175483
26,136598613.0637709,0.0,203102768.60479003,0.0024764647560363492,135070190.47831333,0.0,14261651.781499248,0.0,94338185.77629063,0.0,1779400000.0,1192.007319768143
27,136598613.0637709,0.0,208421145.14076138,0.002490936414797783,135070190.47831333,0.0,14261651.781499248,0.0,94338185.77629063,0.0,1779400000.0,1194.487836505526
28,136598613.0637709,0.0,184680305.62979236,0.00027228324072761504,135070190.47831333,0.0,15699310.669709798,5.989573901158834e-05,94338185.77629063,0.0,1779400000.0,205.88757594854374
29,136598613.0637709,0.0,189361193.63884705,0.0010972679170824454,135070190.47831333,0.0,14261651.781499248,0.0,94338185.77629063,0.0,1779400000.0,527.1931308417646
30,136598613.0637709,0.0,181582300.45751143,0.0,135070190.47831333,0.0,14261651.781499248,0.0,94338185.77629063,0.0,1779400000.0,0.0
31,136598613.0637709,0.0,185014494.49965176,0.0005857854412051368,135070190.47831333,0.0,25407008.368461438,0.0008032828466090309,94338185.77629063,0.0,1779400000.0,1575.469448233087
32,136598613.0637709,0.0,190388822.4763086,0.0014439826943523576,135070190.47831333,0.0,14261651.781499248,0.0,100057472.45073643,0.000762240712023465,1779400000.0,1125.8842940365791
33,136598613.0637709,0.0,181758401.9417821,2.5429337413041687e-05,135070190.47831333,0.0,14261651.781499248,0.0,94338185.77629063,0.0,1779400000.0,11.544058119480923
34,136598613.0637709,0.0,183136929.62640062,0.00027045389622925393,135070190.47831333,0.0,14261651.781499248,0.0,94338185.77629063,0.0,1779400000.0,124.7920312567928
35,136598613.0637709,0.0,183489938.1946196,0.0002735752356468421,135070190.47831333,0.0,17106529.135300867,0.0001865480159733396,94338185.77629063,0.0,1779400000.0,389.22119748230455
36,136598613.0637709,0.0,182458052.66405174,0.00012592621259205895,135070190.47831333,0.0,15561524.59319102,8.794841746904422e-05,94338185.77629063,0.0,1779400000.0,176.40768301445416
37,136598613.0637709,0.0,181582300.45751143,0.0,135070190.47831333,0.0,14261651.781499248,0.0,94338185.77629063,0.0,1779400000.0,0.0
38,136598613.0637709,0.0,184672163.71683595,0.0002709168893717527,135070190.47831333,0.0,17109951.887126546,0.00011559944214063174,94338185.77629063,0.0,1779400000.0,286.758318582656
39,136598613.0637709,0.0,248782621.04206404,0.009258954295727817,135070190.47831333,0.0,14261651.781499248,0.0,94338185.77629063,0.0,1779400000.0,4716.027966429529
40,136598613.0637709,0.0,185004447.83084485,0.0005825175450290987,135070190.47831333,0.0,21731241.006706238,0.0005540957876315632,94338185.77629063,0.0,1779400000.0,1136.1835604254984
41,136598613.0637709,0.0,255573402.2223161,0.007890957502766499,135070190.47831333,0.0,14261651.781499248,0.0,94338185.77629063,0.0,1779400000.0,3969.005805821029
42,136598613.0637709,0.0,343144640.97215545,0.019637717604905406,135070190.47831333,0.0,14261651.781499248,0.0,94338185.77629063,0.0,1779400000.0,10548.414505980785
43,136598613.0637709,0.0,181582300.45751143,0.0,135070190.47831333,0.0,14261651.781499248,0.0,94338185.77629063,0.0,1779400000.0,0.0
44,136598613.0637709,0.0,183469036.5610674,0.00026786465428760406,135070190.47831333,0.0,14261651.781499248,0.0,94338185.77629063,0.0,1779400000.0,124.3482218718926
45,136598613.0637709,0.0,187909209.34573305,0.0005523181078216937,135070190.47831333,0.0,14261651.781499248,0.0,94338185.77629063,0.0,1779400000.0,256.0427350485179
46,136598613.0637709,0.0,446732052.1540756,0.02826811744460134,135070190.47831333,0.0,14261651.781499248,0.0,94338185.77629063,0.0,1779400000.0,15812.466967782826
47,136598613.0637709,0.0,181582300.45751143,0.0,135070190.47831333,0.0,15452910.82648081,6.813326101738049e-05,94338185.77629063,0.0,1779400000.0,83.56579591260805
48,136598613.0637709,0.0,181582300.45751143,0.0,135070190.47831333,0.0,14470086.871451508,1.480753624365461e-05,94338185.77629063,0.0,1779400000.0,18.489925455171146
49,136598613.0637709,0.0,199478051.50897813,0.002466290380964166,135070190.47831333,0.0,27921992.19654865,0.0007421938072997992,94338185.77629063,0.0,1779400000.0,2535.810057517891
50,197751963.41087657,0.0,178955913.06300643,0.012855373511478774,539097108.9090848,0.13228775713253263,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,49874.324732270834
51,197751963.41087657,0.0,97047870.48141854,0.0011717688793216542,91291754.74521045,0.004709949633264468,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,1829.3760964298626
52,197751963.41087657,0.0,97085170.34524512,0.0011841987806174808,98193500.65642904,0.006882205812207195,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,2375.7798217096242
53,197751963.41087657,0.0,94990349.15653798,0.0005454180080713986,76335526.52592039,0.0,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,297.33669287593835
54,197751963.41087657,0.0,136623645.51189333,0.005049011550243833,76335526.52592039,0.0,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,2920.397614981754
55,197751963.41087657,0.0,95017902.58263162,0.0005514152284178602,409545699.6299737,0.0629807727599874,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,19707.298269141185
56,197751963.41087657,0.0,93990134.23073044,0.0005413869738252223,92075862.66545215,0.004066572656975237,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,1312.359084315417
57,197751963.41087657,0.0,97476450.52907339,0.0008242867550621816,76335526.52592039,0.0,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,450.01899804891957
58,197751963.41087657,0.0,92512611.40521227,0.0002679489063473936,108969083.36943242,0.006639959511163566,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,1855.2020222678625
59,197751963.41087657,0.0,108599671.80524209,0.0020386005017947015,85324414.94677055,0.001858090994407386,29582406.110525247,0.0,148165796.83941323,0.0033571971085976813,1390100000.0,4128.522217479269
60,197751963.41087657,0.0,91584609.04141192,0.00012843153086163715,88268947.2999083,0.0019384234297525793,29582406.110525247,0.0,121934754.84492786,0.0005606326941538981,1390100000.0,906.9747164936243
61,197751963.41087657,0.0,91013471.83719961,0.00012423122643233432,76335526.52592039,0.0,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,66.72823954390536
62,197751963.41087657,0.0,90143923.5488522,0.0,76335526.52592039,0.0,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,0.0
63,197751963.41087657,0.0,102985950.3780336,0.002018718787332744,541077506.4667552,0.1331887952033976,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,43125.06604970694
64,197751963.41087657,0.0,97321732.6886966,0.001003834383046619,101817418.14007956,0.006516474531442709,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,2225.0874138221925
65,197751963.41087657,0.0,95036001.7918558,0.0005553546639510404,93334386.54621312,0.0035326189676760395,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,1163.2573896231472
66,197751963.41087657,0.0,90864211.66878183,0.00012669066385165203,107515849.30324179,0.009590180811376069,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,2619.3090148996243
67,197751963.41087657,0.0,247333457.48479858,0.013858972574844291,76335526.52592039,0.0,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,8479.93976934667
68,197751963.41087657,0.0,138536008.9651688,0.004287296001123123,101851456.0479676,0.003831280024114684,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,3563.053609935386
69,197751963.41087657,0.0,126226211.27329478,0.0030705424603616584,86161436.05769615,0.0015321178588609896,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,2162.4607237335767
70,197751963.41087657,0.0,92531236.58629334,0.00027200282380057553,76335526.52592039,0.0,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,145.90044630983562
71,197751963.41087657,0.0,440073059.22135985,0.02913147677641666,76335526.52592039,0.0,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,18721.911780699054
72,197751963.41087657,0.0,91585117.61511052,0.00012851687817084487,88263005.48460038,0.0019366869180442907,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,528.6051855169686
73,197751963.41087657,0.0,117051264.91976628,0.004125168692151218,81852847.79200935,0.0016922245364255737,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,2847.0635124323767
74,197751963.41087657,0.0,156112602.15968746,0.005561232844213424,76335526.52592039,0.0,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,3271.2311330390776
75,197751963.41087657,0.0,96493480.46904133,0.0005561188324612258,76335526.52592039,0.0,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,299.4765652647038
76,197751963.41087657,0.0,168112375.27464342,0.00854335285784405,746194617.5084854,0.125093525715262,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,44746.93265654569
77,197751963.41087657,0.0,200118374.9657142,0.009533110752095175,76335526.52592039,0.0,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,5720.235057444623
78,197751963.41087657,0.0,113190796.61017746,0.0019552858131935617,76855503.60722846,8.298659510324446e-05,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,1127.0256391524124
79,197751963.41087657,0.0,130578264.63602093,0.00541291039238163,76335526.52592039,0.0,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,3229.4429111603504
80,197751963.41087657,0.0,93288458.07971014,0.0005384479468590858,85179903.86455256,0.0027937315150098514,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,990.5827028969865
81,197751963.41087657,0.0,109925708.94540419,0.0031527099192946847,77636832.09386435,0.00041054936981904113,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,1892.197847847975
82,197751963.41087657,0.0,132249091.4550328,0.006660629767310228,101808317.59326681,0.007393165644012618,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,6209.804066471598
83,197751963.41087657,0.0,95956355.37613542,0.0008163317750156422,87252269.94821778,0.002847546106703138,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,1144.9021216845335
84,197751963.41087657,0.0,101817386.38434456,0.0019432608348030724,140875048.12396523,0.018972521948521427,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,6735.632819334834
85,197751963.41087657,0.0,98589868.16383976,0.0011786152187392956,76335526.52592039,0.0,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,652.8891733417922
86,197751963.41087657,0.0,97309577.58848381,0.0010005134613338953,236131784.4502221,0.0381187802922656,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,12151.110996910587
87,197751963.41087657,0.0,93348941.49371721,0.000558603593261374,76335526.52592039,0.0,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,299.9734495079382
88,197751963.41087657,0.0,103821956.08375925,0.0011664863806235004,105871805.34319727,0.004673016970173477,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,1826.5786810395318
89,197751963.41087657,0.0,319874543.70260715,0.028445805493104444,76335526.52592039,0.0,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,18287.864693798092
90,197751963.41087657,0.0,109863115.11366466,0.003135482717206715,173329772.13628048,0.028238095429179575,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,10362.762743099944
91,197751963.41087657,0.0,371232881.57613486,0.027670255175466667,522623053.9356565,0.08329633385987356,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,44240.437086329875
92,197751963.41087657,0.0,493019604.3394886,0.04677631719030191,76335526.52592039,0.0,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,30875.27788933077
93,197751963.41087657,0.0,92037640.44428869,0.00026977189181934665,87268473.19356672,0.0028552555804279177,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,842.0955524099734
94,197751963.41087657,0.0,104281154.062429,0.0019261776874603528,76335526.52592039,0.0,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,1100.747729898971
95,197751963.41087657,0.0,114505088.88081928,0.0020612750780235538,78927362.56775244,0.00041281986769424716,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,1263.4408123854373
96,197751963.41087657,0.0,581493935.3074404,0.050432033120710665,76335526.52592039,0.0,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,33402.27512679611
97,197751963.41087657,0.0,95044401.32143964,0.0005571828877642885,96379344.43919456,0.004164728268286361,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,1318.5458335206026
98,197751963.41087657,0.0,93981584.28167295,0.0005390510234035401,76335526.52592039,0.0,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,296.0634699732809
99,197751963.41087657,0.0,166345163.71586493,0.009981215413610826,76335526.52592039,0.0,29582406.110525247,0.0,115098409.19196975,0.0,1390100000.0,6053.03639547449
100,145726367.0233207,0.0003497427513530571,255787520.76314574,0.0,557257465.6823757,0.13658134966779228,45359638.86012588,0.0,95251828.74083912,0.0,708700000.0,42646.15935291828
101,142620835.55407643,0.0,255787520.76314574,0.0,87476282.83355407,0.002890021502234356,45359638.86012588,0.0,112192265.92254588,0.002208093261854668,708700000.0,2229.8382485557922
102,142620835.55407643,0.0,255787520.76314574,0.0,100613440.48765011,0.0070442052030148,45359638.86012588,0.0,95251828.74083912,0.0,708700000.0,1726.4819795998756
103,142620835.55407643,0.0,255787520.76314574,0.0,78452891.91196637,0.0,45359638.86012588,0.0,99993674.61129355,0.0005056697701679116,708700000.0,339.6425015510973
104,142620835.55407643,0.0,255787520.76314574,0.0,82971971.93119662,0.0009599972095469596,45359638.86012588,0.0,95251828.74083912,0.0,708700000.0,224.48320324538324
105,142620835.55407643,0.0,255787520.76314574,0.0,230783625.83348793,0.029402006183386068,45359638.86012588,0.0,95251828.74083912,0.0,708700000.0,8627.312644025827
106,142620835.55407643,0.0,255787520.76314574,0.0,92002834.66231485,0.0035362305863599216,45359638.86012588,0.0,95251828.74083912,0.0,708700000.0,864.0120250994798
107,142620835.55407643,0.0,255787520.76314574,0.0,78452891.91196637,0.0,45359638.86012588,0.0,95251828.74083912,0.0,708700000.0,0.0
108,142620835.55407643,0.0,255787520.76314574,0.0,100999259.07084805,0.0046686007463397836,45359638.86012588,0.0,95251828.74083912,0.0,708700000.0,1152.0632702393405
109,142620835.55407643,0.0,255787520.76314574,0.0,87615131.65244105,0.001923799891848166,45359638.86012588,0.0,291197102.2244383,0.02082408659468466,708700000.0,16649.83722432238
110,142620835.55407643,0.0,255787520.76314574,0.0,81147830.72156227,0.0004429519324086471,45359638.86012588,0.0,162580849.9676068,0.006371485658739177,708700000.0,4521.700408015038
111,142620835.55407643,0.0,255787520.76314574,0.0,78452891.91196637,0.0,45359638.86012588,0.0,95251828.74083912,0.0,708700000.0,0.0
112,142620835.55407643,0.0,255787520.76314574,0.0,78452891.91196637,0.0,45359638.86012588,0.0,125394755.69962054,0.002426000692787524,708700000.0,1700.441518899293
113,142620835.55407643,0.0,255787520.76314574,0.0,378447372.63125896,0.08618507942778633,45359638.86012588,0.0,95251828.74083912,0.0,708700000.0,26737.874826765994
114,142620835.55407643,0.0,255787520.76314574,0.0,92046063.87805153,0.0035567989660695047,45359638.86012588,0.0,95251828.74083912,0.0,708700000.0,864.4584489258391
115,142620835.55407643,0.0,255787520.76314574,0.0,87660372.24003543,0.0019409483573853072,45359638.86012588,0.0,161992928.0497367,0.00737963662471371,708700000.0,5691.757221156541
